iter	Passed	Remaining
361	631	1112
362	632	1109
363	633	1107
364	635	1105
365	637	1103
366	638	1101
367	640	1099
368	642	1097
369	643	1096
370	645	1094
371	647	1092
372	649	1091
373	650	1089
374	652	1087
375	654	1085
376	655	1083
377	657	1081
378	659	1079
379	660	1077
380	662	1076
381	663	1074
382	665	1072
383	667	1070
384	668	1068
385	670	1066
386	672	1064
387	673	1062
388	675	1060
389	677	1058
390	678	1057
391	680	1055
392	682	1053
393	683	1052
394	685	1050
395	687	1048
396	688	1046
397	690	1044
398	692	1042
399	693	1040
400	695	1038
401	697	1037
402	698	1035
403	700	1033
404	702	1031
405	703	1029
406	705	1027
407	706	1025
408	708	1023
409	710	1021
410	711	1019
411	713	1018
412	714	1016
413	716	1014
414	718	1012
415	719	1010
416	721	1008
417	723	1006
418	724	1004
419	727	1004
420	728	1002
421	730	1000
422	732	998
423	733	996
424	735	994
425	736	992
426	738	990
427	740	989
428	741	987
429	743	985
430	745	983
431	746	981
432	748	979
433	749	977
434	751	976
435	753	974
436	754	972
437	756	970
438	757	968
439	759	966
440	761	964
441	762	963
442	764	961
443	766	959
444	767	957
445	769	955
446	770	953
447	772	951
448	774	950
449	775	948
450	777	946
451	779	944
452	780	943
453	782	941
454	784	939
455	785	937
456	787	935
457	789	933
458	790	932
459	792	930
460	793	928
461	795	926
462	797	924
463	798	922
464	800	920
465	802	919
466	803	917
467	805	915
468	806	913
469	808	911
470	810	909
471	811	908
472	813	906
473	815	904
474	816	902
475	818	900
476	820	899
477	821	897
478	823	895
479	825	893
480	826	892
481	828	890
482	830	888
483	831	886
484	833	884
485	835	883
486	836	881
487	838	879
488	839	877
489	841	875
490	843	874
491	844	872
492	846	870
493	847	868
494	849	866
495	851	864
496	852	862
497	854	861
498	855	859
499	857	857
500	859	855
501	860	853
502	862	852
503	864	850
504	865	848
505	867	846
506	869	845
507	870	843
508	872	841
509	873	839
510	875	837
511	877	836
512	878	834
513	880	832
514	882	830
515	883	829
516	885	827
517	887	825
518	888	823
519	890	822
520	892	820
521	893	818
522	895	816
523	897	814
524	898	813
525	900	811
526	901	809
527	903	807
528	905	806
529	906	804
530	908	802
531	910	800
532	911	798
533	913	797
534	914	795
535	916	793
536	918	791
537	919	789
538	921	788
539	923	786
540	924	784
541	926	782
542	928	781
543	929	779
544	931	777
545	932	775
546	934	773
547	936	772
548	937	770
549	939	768
550	941	766
551	942	765
552	944	763
553	946	761
554	947	759
555	949	758
556	951	756
557	952	754
558	954	752
559	955	751
560	957	749
561	959	747
562	961	746
563	964	745
564	966	743
565	967	742
566	969	740
567	970	738
568	972	736
569	974	734
570	975	733
571	977	731
572	979	729
573	980	727
574	982	726
575	984	724
576	985	722
577	987	720
578	988	718
579	990	717
580	992	715
581	993	713
582	995	711
583	996	710
584	998	708
585	1000	706
586	1001	704
587	1003	703
588	1005	701
589	1006	699
590	1008	697
591	1009	696
592	1011	694
593	1013	692
594	1014	690
595	1016	689
596	1018	687
597	1019	685
598	1021	683
599	1023	682
600	1024	680
601	1026	678
602	1028	676
603	1029	675
604	1031	673
605	1032	671
606	1034	669
607	1036	668
608	1037	666
609	1039	664
610	1041	662
611	1042	661
612	1044	659
613	1045	657
614	1047	655
615	1049	653
616	1050	652
617	1052	650
618	1054	648
619	1055	647
620	1057	645
621	1058	643
622	1060	641
623	1062	640
624	1063	638
625	1065	636
626	1067	635
627	1069	633
628	1070	631
629	1072	629
630	1074	628
631	1075	626
632	1077	624
633	1079	622
634	1080	621
635	1082	619
636	1084	617
637	1086	616
638	1087	614
639	1089	612
640	1091	611
641	1092	609
642	1094	607
643	1096	605
644	1097	604
645	1099	602
646	1100	600
647	1102	598
648	1104	597
649	1105	595
650	1107	593
651	1109	592
652	1110	590
653	1112	588
654	1114	586
655	1115	585
656	1117	583
657	1119	581
658	1120	579
659	1122	578
660	1123	576
661	1125	574
662	1127	573
663	1128	571
664	1130	569
665	1132	567
666	1133	566
667	1135	564
668	1137	562
669	1138	560
670	1140	559
671	1142	557
672	1143	555
673	1145	553
674	1146	552
675	1148	550
676	1150	548
677	1151	547
678	1153	545
679	1155	543
680	1156	541
681	1158	540
682	1160	538
683	1161	536
684	1163	534
685	1165	533
686	1166	531
687	1168	529
688	1169	528
689	1171	526
690	1173	524
691	1174	522
692	1176	521
693	1177	519
694	1179	517
695	1181	515
696	1182	514
697	1184	512
698	1186	510
699	1187	508
700	1189	507
701	1190	505
702	1192	503
703	1194	502
704	1196	500
705	1197	498
706	1199	497
707	1201	495
708	1202	493
709	1204	491
710	1206	490
711	1207	488
712	1209	486
713	1211	485
714	1212	483
715	1214	481
716	1215	479
717	1217	478
718	1219	476
719	1220	474
720	1222	473
721	1224	471
722	1225	469
723	1227	467
724	1228	466
725	1230	464
726	1232	462
727	1233	460
728	1235	459
729	1236	457
730	1238	455
731	1240	454
732	1241	452
733	1243	450
734	1245	448
735	1246	447
736	1248	445
737	1250	443
738	1251	442
739	1253	440
740	1254	438
741	1256	436
742	1258	435
743	1259	433
744	1261	431
745	1262	430
746	1264	428
747	1266	426
748	1267	424
749	1269	423
750	1270	421
751	1272	419
752	1274	417
753	1275	416
754	1277	414
755	1278	412
756	1280	411
757	1282	409
758	1283	407
759	1285	405
760	1287	404
761	1288	402
762	1290	400
763	1292	399
764	1293	397
765	1295	395
766	1296	393
767	1298	392
768	1300	390
769	1301	388
770	1303	387
771	1305	385
772	1306	383
773	1308	382
774	1310	380
775	1311	378
776	1313	376
777	1314	375
778	1317	373
779	1319	372
780	1322	370
781	1324	369
782	1327	367
783	1329	366
784	1331	364
785	1334	363
786	1336	361
787	1338	360
788	1340	358
789	1343	357
790	1345	355
791	1347	353
792	1350	352
793	1352	350
794	1354	349
795	1357	347
796	1359	346
797	1361	344
798	1364	343
799	1366	341
800	1368	340
801	1370	338
802	1373	336
803	1375	335
804	1377	333
805	1379	332
806	1382	330
807	1384	329
808	1386	327
809	1389	325
810	1391	324
811	1393	322
812	1396	321
813	1398	319
814	1400	317
815	1402	316
816	1405	314
817	1407	313
818	1410	311
819	1412	310
820	1414	308
821	1416	306
822	1418	305
823	1421	303
824	1423	302
825	1425	300
826	1428	298
827	1430	297
828	1433	295
829	1435	294
830	1438	292
831	1440	290
832	1443	289
833	1445	287
834	1447	286
835	1449	284
836	1451	282
837	1454	281
838	1457	279
839	1459	277
840	1461	276
841	1464	274
842	1466	273
843	1469	271
844	1471	269
845	1474	268
846	1476	266
847	1479	265
848	1481	263
849	1483	261
850	1486	260
851	1489	258
852	1491	257
853	1493	255
854	1496	253
855	1498	252
856	1500	250
857	1503	248
858	1505	247
859	1507	245
860	1510	243
861	1512	242
862	1515	240
863	1517	238
864	1519	237
865	1522	235
866	1524	233
867	1526	232
868	1529	230
869	1531	228
870	1534	227
871	1536	225
872	1539	223
873	1541	222
874	1544	220
875	1546	218
876	1548	217
877	1551	215
878	1553	213
879	1556	212
880	1559	210
881	1561	208
882	1564	207
883	1567	205
884	1569	203
885	1570	202
886	1572	200
887	1574	198
888	1575	196
889	1577	194
890	1578	193
891	1580	191
892	1582	189
893	1583	187
894	1585	186
895	1587	184
896	1589	182
897	1590	180
898	1592	178
899	1594	177
900	1596	175
901	1597	173
902	1599	171
903	1601	170
904	1602	168
905	1604	166
906	1606	164
907	1607	162
908	1609	161
909	1610	159
910	1612	157
911	1614	155
912	1615	153
913	1617	152
914	1619	150
915	1620	148
916	1622	146
917	1624	145
918	1625	143
919	1627	141
920	1629	139
921	1630	137
922	1632	136
923	1634	134
924	1635	132
925	1637	130
926	1639	129
927	1640	127
928	1642	125
929	1643	123
930	1645	121
931	1647	120
932	1649	118
933	1650	116
934	1652	114
935	1654	113
936	1655	111
937	1657	109
938	1658	107
939	1660	105
940	1662	104
941	1663	102
942	1665	100
943	1669	99
944	1670	97
945	1672	95
946	1673	93
947	1675	91
948	1677	90
949	1678	88
950	1680	86
951	1682	84
952	1684	83
953	1685	81
954	1687	79
955	1688	77
956	1690	75
957	1692	74
958	1693	72
959	1695	70
960	1697	68
961	1699	67
962	1700	65
963	1702	63
964	1703	61
965	1705	60
966	1707	58
967	1708	56
968	1710	54
969	1711	52
970	1713	51
971	1715	49
972	1716	47
973	1718	45
974	1720	44
975	1721	42
976	1723	40
977	1724	38
978	1726	37
979	1728	35
980	1730	33
981	1731	31
982	1733	29
983	1734	28
984	1736	26
985	1738	24
986	1739	22
987	1741	21
988	1742	19
989	1744	17
990	1746	15
991	1747	14
992	1749	12
993	1751	10
994	1752	8
995	1754	7
996	1755	5
997	1757	3
998	1759	1
999	1760	0
